No,no transaksi,Tanggal/Bulan/Tahun,ID Supplier,Nama Supplier,ID Kategori,Kategori,Quantity Barang Supplier /Pcs,Quantity Barang blibli.com /Pcs,,Stock Tersisa
798,A464,02-Nov-21,IS020,PT.Tigaraksa Satria Medan,IK08,Kids & Baby,6,6,6,0
799,A465,03-Nov-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,34,24,34,-10
800,A465,03-Nov-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,160,160,160,0
801,A465,03-Nov-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,6,6,6,0
802,A465,03-Nov-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,315,311,315,-4
803,A466,04-Nov-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,108,108,108,0
804,A466,04-Nov-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,4,4,4,0
805,A467,08-Nov-21,IS019,PT Bina San Prima Cabang Medan,IK08,Kids & Baby,74,52,74,-22
806,A468,09-Nov-21,IS011,Hanabi cell,IK03,Gadget,180,180,180,0
807,A469,10-Nov-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,250,249,250,-1
808,A470,11-Nov-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,1,1,1,0
809,A471,15-Nov-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,150,150,150,0
810,A471,15-Nov-21,IS055,PT. TRIMITRA SWADAYA ,IK09,Accessories,8,8,8,0
811,A472,17-Nov-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,9,9,9,0
812,A472,17-Nov-21,IS011,Hanabi cell,IK03,Gadget,175,175,175,0
813,A473,19-Nov-21,IS001," 	Unilever Indonesia",IK01,Health & Beauty,6336,5886,6336,-450
814,A474,20-Nov-21,IS046,PT Kao Indonesia,IK01,Health & Beauty,188,183,188,-5
815,A474,20-Nov-21,IS046,PT Kao Indonesia,IK01,Health & Beauty,40,40,40,0
816,A475,22-Nov-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,80,0,80,-80
817,A475,22-Nov-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK05,Food,24,0,24,-24
818,A475,22-Nov-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,370,0,370,-370
819,A475,22-Nov-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,80,0,80,-80
820,A476,23-Nov-21,IS011,Hanabi cell,IK03,Gadget,160,0,160,-160
821,A476,23-Nov-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,168,0,168,-168
822,A477,26-Nov-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,20,0,20,-20
823,A477,26-Nov-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,24,0,24,-24
824,A477,26-Nov-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,24,0,24,-24
825,A478,27-Nov-21,IS025,PT ANUGRAH BERKAT ANDA,IK05,Food,108,90,108,-18
826,A478,27-Nov-21,IS020,PT.Tigaraksa Satria Medan,IK08,Kids & Baby,52,34,52,-18
827,A478,27-Nov-21,IS020,PT.Tigaraksa Satria Medan,IK08,Kids & Baby,18,18,18,0
828,A479,29-Nov-21,IS035,PT. ALAMJAYA WIRASENTOSA,IK04,Cooking Ingredients,6563,6561,6563,-2
829,A480,30-Nov-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,4,4,4,0
830,A480,30-Nov-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK05,Food,40,40,40,0
831,A480,30-Nov-21,IS001," 	Unilever Indonesia",IK01,Health & Beauty,4014,3600,4014,-414
832,A481,01-Dec-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,540,540,540,0
833,A482,06-Dec-21,IS011,Hanabi cell,IK03,Gadget,460,460,460,0
834,A483,07-Dec-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,710,710,710,0
835,A484,09-Dec-21,IS026,PT. Wahana Tirtasari,IK04,Cooking Ingredients,1960,1960,1960,0
836,A485,10-Dec-21,IS028,PT. Guna Layan Kuasa,IK04,Cooking Ingredients,1920,1920,1920,0
837,A485,10-Dec-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,40,40,40,0
838,A485,10-Dec-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,40,40,40,0
839,A485,10-Dec-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,32,32,32,0
840,A485,10-Dec-21,IS041,PT MEDAN DISTRIBUSINDO RAYA,IK01,Health & Beauty,1644,762,1644,-882
841,A486,15-Dec-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK05,Food,140,140,140,0
842,A487,16-Dec-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,200,200,200,0
843,A487,16-Dec-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,80,80,80,0
844,A487,16-Dec-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,22,22,22,0
845,A488,17-Dec-21,IS020,PT.Tigaraksa Satria Medan,IK08,Kids & Baby,48,32,48,-16
846,A488,17-Dec-21,IS020,PT.Tigaraksa Satria Medan,IK08,Kids & Baby,16,16,16,0
847,A488,17-Dec-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,460,460,460,0
848,A488,17-Dec-21,IS028,PT. Guna Layan Kuasa,IK04,Cooking Ingredients,1720,1720,1720,0
849,A489,20-Dec-21,IS058,CV .KILAU PERMATA SEJATI ,IK07,Cigarette,7170,7100,7170,-70
850,A489,20-Dec-21,IS035,PT. ALAMJAYA WIRASENTOSA,IK04,Cooking Ingredients,840,840,840,0
851,A489,20-Dec-21,IS035,PT. ALAMJAYA WIRASENTOSA,IK04,Cooking Ingredients,2177,2175,2177,-2
852,A490,21-Dec-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,182,182,182,0
853,A491,22-Dec-21,IS020,PT.Tigaraksa Satria Medan,IK08,Kids & Baby,6,6,6,0
854,A491,22-Dec-21,IS020,PT.Tigaraksa Satria Medan,IK09,Accessories,12,12,12,0
855,A491,22-Dec-21,IS057,"PT Binacipta Rasasejati 	",IK09,Accessories,40,40,40,0
856,A492,23-Dec-21,IS059,"PT. SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK. (SMART TBK) 	",IK04,Cooking Ingredients,1600,1591,1600,-9
857,A492,23-Dec-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,1000,1000,1000,0
858,A493,24-Dec-21,IS042,PT. Inti Sehat Maju Jaya,IK04,Cooking Ingredients,1900,1900,1900,0
859,A494,27-Dec-21,IS011,Hanabi cell,IK03,Gadget,100,100,100,0
860,A495,28-Dec-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,4,4,4,0
861,A496,29-Dec-21,IS059,"PT. SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK. (SMART TBK) 	",IK04,Cooking Ingredients,9,9,9,0
862,A497,30-Dec-21,IS019,PT Bina San Prima Cabang Medan,IK08,Kids & Baby,44,28,44,-16
863,A497,30-Dec-21,IS019,PT Bina San Prima Cabang Medan,IK08,Kids & Baby,18,2,18,-16
864,A497,30-Dec-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,1340,1340,1340,0
865,A497,30-Dec-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,120,120,120,0

